player_name,team,matches_bowled,balls_bowled,runs_conceded,wickets,economy,best_figures
Shivam Sharma,Kings XI Punjab,5,114,165,4,8.684210526,Feb-26
Shoaib Ahmed,Deccan Chargers,7,103,154,5,9,Feb-22
Shoaib Akhtar,Kolkata Knight Riders,3,46,54,5,7.142857143,04-Nov
Shoaib Malik,Delhi Daredevils,5,58,87,2,9.176470588,01-Jun
Sikandar Raza,Punjab Kings,7,88,146,3,9.811764706,Jan-23
Simarjeet Singh,Chennai Super Kings,10,193,265,10,8.233333333,Mar-26
Sohail Tanvir,Rajasthan Royals,11,265,275,24,6.194331984,Jun-15
Sumit Kumar,Delhi Capitals,2,22,38,0,10.8,0/19
Sunny Gupta,Delhi Daredevils,1,19,47,0,15,0/47
Suyash Sharma,Kolkata Knight Riders,13,264,381,11,8.697674419,Mar-30
Swapnil Singh,Kings XI Punjab,5,61,90,1,8.777777778,Feb-28
Swapnil Singh,Lucknow Super Giants,2,12,18,0,8.777777778,Feb-28
Swapnil Singh,Royal Challengers Bengaluru,7,92,133,6,8.777777778,Feb-28
T Henderson,Rajasthan Royals,2,36,41,1,6.833333333,Jan-30
T Natarajan,Kings XI Punjab,6,82,116,2,8.665669409,Apr-19
T Natarajan,Sunrisers Hyderabad,55,1319,1885,74,8.665669409,Apr-19
T Shamsi,Rajasthan Royals,1,24,34,0,9.25,Jan-23
T Shamsi,Royal Challengers Bangalore,4,96,151,3,9.25,Jan-23
T Stubbs,Delhi Capitals,2,13,15,3,7,02-Nov
T Stubbs,Mumbai Indians,1,12,14,1,7,02-Nov
T Thushara,Chennai Super Kings,6,144,164,10,6.666666667,Apr-29
TA Boult,Delhi Capitals,5,120,163,5,8.132422042,Apr-18
TA Boult,Delhi Daredevils,14,327,476,20,8.132422042,Apr-18
TA Boult,Kolkata Knight Riders,6,148,222,5,8.132422042,Apr-18
TA Boult,Mumbai Indians,29,671,882,40,8.132422042,Apr-18
TA Boult,Rajasthan Royals,41,955,1265,47,8.132422042,Apr-18
TA Boult,Sunrisers Hyderabad,8,207,278,11,8.132422042,Apr-18
TG Southee,Chennai Super Kings,5,119,167,4,8.512437811,May-31
TG Southee,Kolkata Knight Riders,14,330,458,23,8.512437811,May-31
TG Southee,Mumbai Indians,14,334,430,12,8.512437811,May-31
TG Southee,Rajasthan Royals,10,238,333,9,8.512437811,May-31
TG Southee,Royal Challengers Bangalore,11,241,386,9,8.512437811,May-31
TK Curran,Delhi Capitals,3,72,104,4,10.46218487,Mar-29
TK Curran,Kolkata Knight Riders,5,64,118,6,10.46218487,Mar-29
TK Curran,Rajasthan Royals,5,116,210,3,10.46218487,Mar-29
TL Suman,Deccan Chargers,7,104,132,6,7.8,Feb-14
TL Suman,Mumbai Indians,3,36,50,0,7.8,Feb-14
TL Suman,Pune Warriors,1,12,16,1,7.8,Feb-14
TM Dilshan,Delhi Daredevils,13,151,172,4,8.036900369,01-Mar
TM Dilshan,Royal Challengers Bangalore,12,124,196,1,8.036900369,01-Mar
TM Head,Royal Challengers Bangalore,5,48,81,3,11.68965517,Feb-30
TM Head,Sunrisers Hyderabad,1,10,32,0,11.68965517,Feb-30
TP Sudhindra,Deccan Chargers,3,74,137,1,11.05714286,Jan-47
TS Mills,Mumbai Indians,5,107,192,6,9.588516746,Mar-35
TS Mills,Royal Challengers Bangalore,5,111,157,5,9.588516746,Mar-35
TU Deshpande,Chennai Super Kings,31,721,1082,43,9.387596899,Apr-27
TU Deshpande,Delhi Capitals,5,110,193,3,9.387596899,Apr-27
Tejas Baroka,Gujarat Lions,1,21,33,0,9.428571429,0/33
Tilak Varma,Mumbai Indians,4,23,28,0,7.363636364,0/6
UT Yadav,Delhi Daredevils,46,1017,1356,53,8.365063788,Apr-21
UT Yadav,Gujarat Titans,7,129,211,9,8.365063788,Apr-21
UT Yadav,Kolkata Knight Riders,67,1429,1990,71,8.365063788,Apr-21
UT Yadav,Royal Challengers Bangalore,27,615,885,30,8.365063788,Apr-21
Umar Gul,Kolkata Knight Riders,6,153,198,14,7.688888889,Apr-24
Umran Malik,Sunrisers Hyderabad,26,519,785,31,8.963562753,May-26
V Kaverappa,Punjab Kings,1,24,36,2,9,Feb-36
V Kohli,Royal Challengers Bangalore,26,264,371,5,8.366533865,Feb-25
V Pratap Singh,Deccan Chargers,9,211,300,12,8.617647059,Mar-31
V Sehwag,Delhi Daredevils,15,138,236,6,10.14705882,Feb-18
V Shankar,Chennai Super Kings,1,6,19,0,7.941176471,Feb-19
V Shankar,Delhi Daredevils,4,34,58,1,7.941176471,Feb-19
V Shankar,Gujarat Titans,2,10,15,1,7.941176471,Feb-19
V Shankar,Sunrisers Hyderabad,15,208,252,10,7.941176471,Feb-19
V Viyaskanth,Sunrisers Hyderabad,3,60,90,1,9,Jan-41
VG Arora,Kolkata Knight Riders,15,308,433,16,8.609375,Mar-27
VG Arora,Punjab Kings,5,110,165,4,8.609375,Mar-27
VR Aaron,Delhi Daredevils,11,269,362,11,8.6861167,Mar-16
VR Aaron,Gujarat Titans,2,33,53,2,8.6861167,Mar-16
VR Aaron,Kings XI Punjab,6,129,170,7,8.6861167,Mar-16
VR Aaron,Rajasthan Royals,8,128,224,4,8.6861167,Mar-16
VR Aaron,Royal Challengers Bangalore,23,506,718,22,8.6861167,Mar-16
VR Iyer,Kolkata Knight Riders,9,84,145,3,10.51851852,Feb-30
VRV Singh,Kings XI Punjab,18,371,549,16,8.8,Mar-29
VS Malik,Kings XI Punjab,9,132,180,3,7.609756098,Feb-14
VS Malik,Rajasthan Royals,4,80,88,3,7.609756098,Feb-14
VS Yeligati,Mumbai Indians,2,32,61,0,11,0/16
VY Mahesh,Chennai Super Kings,4,61,83,3,8.407079646,May-36
VY Mahesh,Delhi Daredevils,13,298,428,19,8.407079646,May-36
Vijaykumar Vyshak,Royal Challengers Bangalore,7,153,253,11,9.818181818,Apr-24
Vijaykumar Vyshak,Royal Challengers Bengaluru,4,90,143,6,9.818181818,Apr-24
Vivrant Sharma,Sunrisers Hyderabad,2,21,37,0,9.333333333,0/18
WA Mota,Kings XI Punjab,7,75,98,4,7.833333333,01-Jul
WD Parnell,Delhi Daredevils,8,190,235,7,7.55186722,Apr-36
WD Parnell,Pune Warriors,18,411,496,24,7.55186722,Apr-36
WD Parnell,Royal Challengers Bangalore,7,157,237,9,7.55186722,Apr-36
WG Jacks,Royal Challengers Bengaluru,5,55,100,2,10.88888889,Jan-23
WPUJC Vaas,Deccan Chargers,13,288,364,22,7.489361702,Mar-21
Washington Sundar,Rising Pune Supergiant,10,182,189,9,7.5028463,Mar-16
Washington Sundar,Royal Challengers Bangalore,31,576,688,20,7.5028463,Mar-16
Washington Sundar,Sunrisers Hyderabad,17,306,458,10,7.5028463,Mar-16
Y Gnaneswara Rao,Kochi Tuskers Kerala,1,6,7,0,7,0/7
Y Nagar,Delhi Daredevils,8,72,125,4,10.45454545,Feb-20
Y Prithvi Raj,Kolkata Knight Riders,2,33,57,1,10.8,Jan-29
Y Venugopal Rao,Deccan Chargers,14,186,270,7,9.166666667,Feb-23
Y Venugopal Rao,Delhi Daredevils,4,24,52,0,9.166666667,Feb-23
Y Venugopal Rao,Sunrisers Hyderabad,2,12,16,0,9.166666667,Feb-23
YA Abdulla,Kings XI Punjab,11,222,311,15,8.440191388,Apr-31
YBK Jaiswal,Rajasthan Royals,1,1,6,0,36,0/6
YK Pathan,Kolkata Knight Riders,45,561,686,22,7.323452485,Mar-21
YK Pathan,Rajasthan Royals,35,605,735,23,7.323452485,Mar-21
YK Pathan,Sunrisers Hyderabad,2,18,22,1,7.323452485,Mar-21
YS Chahal,Mumbai Indians,1,24,35,0,7.743254757,May-40
YS Chahal,Rajasthan Royals,46,1117,1518,70,7.743254757,May-40
YS Chahal,Royal Challengers Bangalore,112,2487,3128,143,7.743254757,May-40
Yash Dayal,Gujarat Titans,14,293,461,15,9.228373702,Apr-20
Yash Dayal,Royal Challengers Bengaluru,14,322,472,16,9.228373702,Apr-20
Yash Thakur,Lucknow Super Giants,19,432,702,27,9.98019802,May-31
Yudhvir Singh,Lucknow Super Giants,5,74,125,4,9.916666667,Feb-20
Yuvraj Singh,Delhi Daredevils,6,55,75,1,7.443037975,Apr-29
Yuvraj Singh,Kings XI Punjab,27,329,405,15,7.443037975,Apr-29
Yuvraj Singh,Pune Warriors,23,308,345,15,7.443037975,Apr-29
Yuvraj Singh,Royal Challengers Bangalore,10,140,191,6,7.443037975,Apr-29
Yuvraj Singh,Sunrisers Hyderabad,7,50,75,2,7.443037975,Apr-29
Z Khan,Delhi Daredevils,30,672,823,32,7.551818182,Apr-17
Z Khan,Mumbai Indians,26,565,688,31,7.551818182,Apr-17
Z Khan,Royal Challengers Bangalore,43,1039,1349,56,7.551818182,Apr-17
